,monthly_commits,monthly_contributors,monthly_open_PRs,monthly_closed_PRs,monthly_merged_PRs,monthly_PR_mergers,monthly_PR_comments,monthly_open_issues,monthly_issue_comments,monthly_stargazer,monthly_forks,monthly_watchers
project0825.csv,20.5,2.0,2.0,0.0,1.0,1.0,1.0,0.0,9.5,106.0,11.0,1.0
project0826.csv,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,20.0,1.0,0.0
project0827.csv,22.0,4.0,10.0,3.5,7.0,1.0,43.0,0.0,36.5,37.5,4.0,0.0
project0828.csv,14.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,22.5,8.0,1.0,0.0
project0829.csv,11.0,4.0,8.0,1.0,6.0,1.0,18.0,3.0,43.0,62.0,5.0,0.0
project0830.csv,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,29.0,16.0,0.0
project0831.csv,33.0,8.0,24.0,5.0,17.0,3.0,214.0,1.0,450.0,45.0,8.0,0.0
project0832.csv,24.0,3.0,4.0,0.0,3.0,1.0,18.0,4.0,48.0,41.0,5.0,0.0
project0833.csv,82.0,4.0,15.0,1.0,14.0,1.0,57.0,1.0,72.0,16.0,2.0,0.0
project0834.csv,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,5.5,0.0
project0835.csv,265.0,6.0,5.0,1.0,2.0,1.0,3.0,16.0,162.0,29.0,4.0,0.0
project0836.csv,37.0,4.0,1.0,0.0,1.0,1.0,4.0,9.0,255.0,106.5,32.0,7.0
project0837.csv,83.0,2.0,1.0,0.0,0.0,0.0,4.0,2.0,43.0,30.0,3.0,0.0
project0838.csv,20.5,4.0,3.0,1.0,2.0,1.0,10.5,0.0,114.5,132.0,11.0,0.0
project0839.csv,6.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,24.0,26.0,2.0,0.0
project0840.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.5,21.0,1.0
project0841.csv,35.0,2.0,13.0,0.0,12.0,1.0,2.0,0.0,3.0,19.0,8.0,0.0
project0842.csv,19.0,3.0,4.0,1.0,4.0,1.0,9.0,0.0,58.0,82.0,23.0,2.0
project0843.csv,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.5,27.5,5.0,0.0
project0844.csv,29.0,2.0,3.0,0.0,2.0,1.0,2.0,2.0,58.0,30.0,4.0,0.0
project0845.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.5,1.0,0.0
project0846.csv,39.0,6.0,20.0,2.0,18.0,1.5,60.5,0.0,114.5,48.5,7.5,0.0
project0847.csv,46.0,8.0,23.5,4.0,20.0,1.0,81.0,2.0,97.0,9.0,8.0,0.0
project0848.csv,47.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,30.0,6.5,1.0
project0849.csv,15.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,26.5,13.0,4.0,0.0
project0850.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.5,76.5,2.0,0.0
project0851.csv,12.0,3.0,7.0,0.0,6.0,1.0,0.0,0.0,1.0,19.0,3.0,0.0
project0852.csv,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,38.0,2.0,0.0
project0853.csv,419.0,52.0,0.0,0.0,0.0,0.0,0.0,9.0,152.0,91.0,10.0,2.0
project0854.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0
project0855.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0
project0856.csv,72.0,11.0,26.0,3.0,22.0,4.0,114.0,18.0,251.5,38.5,12.0,1.0
project0857.csv,34.5,5.0,1.0,0.0,1.0,1.0,2.0,1.0,86.5,11.0,5.0,0.0
project0858.csv,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,15.0,2.0,0.0
project0859.csv,8.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,13.0,57.5,6.0,0.0
project0860.csv,6.0,2.0,2.0,2.0,0.0,0.0,6.0,1.0,84.0,35.0,35.0,2.0
project0861.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,24.0,6.0,0.0
project0862.csv,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
project0863.csv,19.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,1.0,0.0
project0864.csv,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,64.5,16.5,0.5
project0865.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,4.0,0.0
project0866.csv,68.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,164.0,40.0,1.0
project0867.csv,76.5,9.0,0.0,0.0,0.0,0.0,0.0,3.0,123.0,83.0,19.0,1.0
project0868.csv,106.5,11.0,2.0,0.0,2.0,1.0,0.0,0.0,113.5,17.5,11.0,0.0
project0869.csv,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,13.0,2.0,0.0
project0870.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,3.0,0.0
project0871.csv,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,54.0,11.0,0.0
project0872.csv,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0
project0873.csv,10.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,5.0,11.0,1.0,0.0
project0874.csv,26.5,6.0,1.0,0.0,1.0,1.0,0.0,0.5,35.0,23.5,6.0,1.0
project0875.csv,20.0,2.0,9.0,0.0,8.0,1.0,24.0,0.0,51.0,36.5,5.0,0.0
project0876.csv,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,2.0,0.0
project0877.csv,6.0,2.0,1.0,0.0,1.0,1.0,5.0,0.0,12.0,20.0,4.0,0.0
project0878.csv,31.5,6.0,0.0,0.0,0.0,0.0,0.0,1.0,34.5,34.5,8.0,1.0
project0879.csv,20.0,5.0,0.0,0.0,0.0,0.0,0.0,6.0,54.0,22.0,5.0,0.0
project0880.csv,31.0,5.0,8.0,1.0,6.0,1.0,36.0,0.0,54.0,161.0,9.0,1.0
project0881.csv,124.5,11.0,17.5,2.0,14.5,2.0,67.5,1.0,156.0,33.5,3.0,0.0
project0882.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,80.0,9.0,1.0
project0883.csv,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,5.0,0.0
project0884.csv,81.5,5.5,3.0,0.0,2.0,1.0,0.0,2.0,193.0,108.5,22.5,1.5
project0885.csv,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,6.0,1.0
project0886.csv,23.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,42.0,10.0,2.0
project0887.csv,53.0,11.0,31.0,4.0,23.0,3.0,196.0,8.0,255.0,248.0,35.0,1.0
project0888.csv,33.5,3.0,2.0,0.0,0.0,0.0,3.5,1.0,34.0,16.5,6.0,0.0
project0889.csv,3.5,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,7.0,1.0,0.0
project0890.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,32.0,8.0,0.0
project0891.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,3.5,0.0
project0892.csv,6.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,32.0,33.0,6.0,1.0
project0893.csv,12.0,3.0,4.0,0.0,3.0,1.0,4.0,0.0,14.0,20.0,4.0,0.0
project0894.csv,25.0,2.0,6.0,0.0,6.0,1.0,10.0,1.0,43.0,22.0,7.0,0.0
project0895.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,33.5,7.5,0.0
project0896.csv,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,26.0,33.0,10.0,0.0
project0897.csv,0.0,0.0,3.0,0.0,0.0,0.0,5.0,17.0,50.5,29.0,17.0,0.0
project0898.csv,39.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0,21.0,35.0,5.0,0.0
project0899.csv,32.0,9.0,0.0,0.0,0.0,0.0,0.0,5.0,230.0,84.0,26.0,0.0
project0900.csv,8.0,4.0,6.0,1.0,3.0,1.0,19.0,13.0,68.0,82.0,20.0,0.0
project0901.csv,10.0,4.0,8.0,2.0,4.0,1.0,22.0,15.0,76.0,70.0,30.0,0.0
project0902.csv,18.0,2.0,9.0,0.0,9.0,1.0,12.0,0.0,103.0,23.5,5.0,0.0
project0903.csv,14.5,3.0,6.0,0.0,5.5,1.0,4.0,0.0,5.0,10.0,2.0,0.0
project0904.csv,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,20.0,6.0,0.0
project0905.csv,5.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.5,45.5,24.0,1.0
project0906.csv,21.5,2.0,8.0,0.5,6.5,1.0,15.0,2.0,41.0,48.0,4.0,0.0
project0907.csv,2.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,12.0,0.5,0.0
project0908.csv,16.5,2.0,8.0,0.0,8.0,1.0,16.0,0.0,28.0,22.0,4.0,0.0
project0909.csv,8.0,3.0,5.0,1.0,3.0,1.0,19.0,0.0,57.0,32.0,6.0,0.0
project0910.csv,19.5,2.0,1.0,0.0,1.0,1.0,4.0,1.0,40.5,16.0,6.0,0.0
project0911.csv,55.0,8.0,2.0,1.0,0.0,0.0,10.5,0.0,6.0,9.5,2.0,0.0
project0912.csv,81.0,3.0,1.0,0.0,1.0,1.0,3.0,0.0,6.0,7.0,1.0,0.0
project0913.csv,8.5,2.0,2.0,0.0,1.0,1.0,2.0,0.0,18.5,51.0,7.0,0.0
project0914.csv,15.0,5.0,7.0,1.0,4.0,2.0,46.0,4.0,53.0,31.0,6.0,0.0
project0915.csv,93.0,2.0,16.0,0.0,16.0,1.0,9.0,0.0,55.5,10.0,1.0,0.0
project0916.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,54.0,7.0,0.0
project0917.csv,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0,1.0,0.0
project0918.csv,3.0,1.0,2.0,0.0,1.5,1.0,2.0,0.0,6.5,25.0,3.5,0.0
project0919.csv,6.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,53.0,22.0,2.0,0.0
project0920.csv,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,5.0,1.0
project0921.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,36.0,7.0,0.0
project0922.csv,57.0,5.0,7.0,1.0,5.0,1.0,30.0,13.0,187.0,71.0,12.0,0.0
project0923.csv,143.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,191.0,54.5,7.0,1.0
project0924.csv,28.0,2.0,2.0,0.0,2.0,1.0,14.5,1.0,23.0,21.0,3.0,1.0
project0925.csv,17.0,2.0,6.0,0.0,5.0,1.0,12.5,0.0,19.5,28.0,5.0,0.0
project0926.csv,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1.0,2.0,34.0,4.5,0.0
project0927.csv,28.0,4.0,5.0,1.0,3.0,1.0,32.0,0.0,106.0,76.0,7.0,0.0
project0928.csv,32.0,3.0,4.0,0.0,3.0,1.0,0.0,1.0,9.0,4.0,3.0,0.0
project0929.csv,78.0,8.0,2.0,0.0,1.0,1.0,6.0,0.0,5.0,7.0,0.0,0.0
project0930.csv,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,8.0,1.0
project0931.csv,35.0,6.0,35.0,2.0,32.0,2.0,47.0,0.0,36.0,61.0,5.0,0.0
project0932.csv,12.0,2.0,4.0,0.0,3.0,1.0,3.0,0.0,17.0,30.0,6.0,0.0
project0933.csv,4.0,1.5,1.0,0.0,0.0,0.0,2.0,1.0,7.5,24.0,2.0,0.0
project0934.csv,105.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,22.5,6.0,2.0,0.0
project0935.csv,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.5,75.0,24.5,8.0,0.0
project0936.csv,102.0,2.0,3.0,0.0,2.0,1.0,16.0,1.5,45.5,19.0,2.0,0.0
project0937.csv,84.5,4.0,6.0,0.0,6.0,2.0,3.5,0.0,16.0,6.0,1.0,0.0
project0938.csv,10.0,2.0,7.0,1.0,6.0,1.0,16.0,0.0,18.0,18.0,2.0,5.0
project0939.csv,30.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,90.0,10.0,1.0
project0940.csv,24.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,13.0,33.0,5.0,0.0
project0941.csv,45.0,6.0,14.5,1.0,12.0,3.0,71.0,11.5,321.5,28.0,6.5,0.0
project0942.csv,182.0,28.0,78.5,7.0,67.5,5.0,611.5,12.0,377.5,9.0,6.0,0.0
project0943.csv,87.5,14.0,2.0,0.0,1.0,1.0,10.0,0.0,74.5,45.5,9.0,1.0
project0944.csv,22.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,18.0,3.0,0.0
project0945.csv,41.0,5.0,24.0,2.0,21.0,1.0,25.0,1.0,34.0,35.0,5.0,0.0
project0946.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0
project0947.csv,32.0,6.0,1.0,0.0,0.0,0.0,0.5,0.0,132.0,11.0,11.0,0.5
project0948.csv,13.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,18.0,4.0,0.0
project0949.csv,47.5,8.0,0.0,0.0,0.0,0.0,0.0,0.0,226.5,19.0,13.0,0.0
project0950.csv,16.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,18.0,6.0,0.0
project0951.csv,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.5,8.0,1.5,0.0
project0952.csv,60.0,10.0,12.0,2.0,9.0,2.0,47.0,1.0,82.5,14.0,12.0,0.0
project0953.csv,26.0,4.0,14.0,1.0,13.0,2.0,40.0,2.0,95.0,75.0,17.0,0.0
project0954.csv,31.0,1.0,0.0,0.0,0.0,0.0,0.5,1.0,20.0,32.0,5.0,0.0
project0955.csv,79.0,5.0,13.5,2.0,11.5,2.0,59.0,4.0,83.5,12.5,4.0,0.0
project0956.csv,16.0,3.0,3.0,0.0,2.0,1.0,5.0,1.0,7.0,8.0,1.0,0.0
project0957.csv,39.0,9.0,17.0,2.0,16.0,4.0,19.0,0.0,78.0,47.0,8.0,0.0
project0958.csv,9.0,3.0,3.0,0.0,2.0,1.0,14.5,3.0,42.5,70.0,10.0,2.0
project0959.csv,22.5,1.0,0.0,0.0,0.0,0.0,0.0,0.5,4.0,19.0,2.0,0.0
project0960.csv,15.5,2.0,2.0,0.0,2.0,1.0,8.0,1.0,23.0,15.5,6.0,0.0
project0961.csv,0.0,0.0,1.0,0.0,0.0,0.0,2.0,7.0,18.0,14.0,4.0,0.0
project0962.csv,49.0,6.0,14.0,1.0,11.0,3.0,77.0,6.0,81.0,52.0,10.0,1.0
project0963.csv,40.5,2.0,3.0,0.5,2.0,1.0,9.0,1.0,23.0,24.0,4.0,0.0
project0964.csv,14.0,2.0,1.0,0.0,1.5,1.0,2.0,1.0,59.5,38.5,8.0,0.0
project0965.csv,2.0,1.0,1.0,0.0,0.5,0.5,1.5,0.0,8.0,30.0,7.5,0.0
project0966.csv,13.5,3.0,3.5,0.0,2.0,1.0,22.0,1.0,113.0,28.5,3.0,0.0
project0967.csv,26.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,204.5,26.0,3.0,0.0
project0968.csv,79.5,14.5,74.0,6.0,70.5,1.0,181.0,0.0,166.0,26.5,11.5,1.0
project0969.csv,34.5,5.5,24.0,2.0,21.0,3.0,280.0,5.0,300.5,32.0,5.0,0.0
project0970.csv,51.0,16.0,58.0,13.0,31.0,8.0,369.0,5.0,309.0,79.0,17.0,0.0
project0971.csv,37.5,9.0,25.0,7.0,16.0,2.0,117.0,2.0,126.0,126.5,65.0,2.5
project0972.csv,101.0,24.0,0.0,0.0,0.0,0.0,0.0,7.0,812.0,22.0,21.0,1.0
project0973.csv,32.0,2.0,4.0,0.0,4.0,1.0,8.0,1.0,23.0,12.0,1.0,0.0
project0974.csv,10.5,3.0,6.5,1.0,3.0,1.0,9.5,2.0,28.0,60.5,5.0,0.0
project0975.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,2.0,0.0
project0976.csv,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0
project0977.csv,72.0,3.0,13.0,1.0,12.0,1.0,25.0,6.0,59.0,58.0,13.0,1.0
project0978.csv,3.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,22.0,34.0,10.0,0.0
project0979.csv,24.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,14.0,11.0,2.0,0.0
project0980.csv,70.0,25.0,51.0,3.0,48.0,5.0,221.0,4.0,226.0,85.0,17.0,1.0
project0981.csv,1.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,2.0,116.5,15.0,1.0
project0982.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,0.0
project0983.csv,37.0,2.0,6.0,0.0,6.0,1.0,14.0,1.0,34.0,69.0,5.0,0.0
project0984.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0
project0985.csv,116.0,9.0,15.0,2.0,14.0,2.0,28.0,0.0,38.0,113.0,26.0,1.0
project0986.csv,80.5,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,1.0,0.0
project0987.csv,66.0,4.0,5.0,0.0,5.0,1.0,16.0,0.0,15.0,11.0,1.0,0.0
project0988.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0
project0989.csv,127.0,14.0,41.0,3.0,35.0,10.0,67.0,1.0,36.0,15.0,3.0,0.0
project0990.csv,46.0,8.0,20.0,3.0,13.0,1.0,89.0,3.0,88.0,11.0,6.0,0.0
project0991.csv,541.0,42.0,0.0,0.0,0.0,0.0,0.0,26.0,805.0,192.0,53.0,2.0
project0992.csv,2.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,4.0,49.5,8.5,1.0
project0993.csv,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,7.5,9.5,3.0,0.0
project0994.csv,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.5,6.0,0.0
project0995.csv,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,39.0,5.5,0.0
project0996.csv,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,23.0,2.5,0.0
project0997.csv,38.0,7.0,7.0,3.0,4.0,2.0,51.0,2.0,203.0,17.0,6.5,1.0
project0998.csv,86.0,4.0,3.0,0.0,2.0,1.0,5.0,0.0,85.0,73.0,4.0,0.0
project0999.csv,158.0,3.0,15.0,1.0,14.0,2.0,91.0,0.0,162.0,16.0,3.0,0.0
project1000.csv,9.0,4.0,11.0,1.0,8.0,2.0,33.0,0.0,41.0,31.0,15.0,0.0
project1001.csv,3.0,2.0,3.0,0.0,2.0,1.0,21.0,0.0,52.0,17.0,8.0,0.0
project1002.csv,39.5,9.5,49.5,11.0,37.5,4.0,247.5,0.0,351.0,142.0,34.5,1.0
project1003.csv,16.0,2.0,0.0,0.0,0.0,0.0,0.0,14.0,59.0,35.0,14.0,1.0
project1004.csv,12.0,4.0,11.0,1.0,10.0,1.5,54.5,1.0,75.5,52.0,5.5,0.0
project1005.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,11.0,1.0
project1006.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.5,11.0,3.0
project1007.csv,111.5,3.0,3.0,0.0,2.0,1.0,2.0,0.0,25.0,24.5,2.0,0.0
project1008.csv,76.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,155.0,101.0,14.0,1.0
project1009.csv,10.0,4.0,10.0,0.0,8.0,3.0,13.0,1.0,14.0,22.0,5.0,0.0
project1010.csv,36.0,3.0,2.0,0.0,2.0,1.0,9.0,4.0,12.0,13.0,0.0,0.0
project1011.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,62.0,11.0,0.0
project1012.csv,32.0,5.0,12.0,1.0,11.0,1.0,35.0,3.0,33.0,40.0,7.0,0.0
project1013.csv,16.0,2.0,2.0,0.0,1.0,1.0,3.0,3.0,12.0,97.0,10.0,1.0
project1014.csv,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,26.0,6.0,0.0
project1015.csv,91.0,4.0,31.0,0.0,29.0,1.0,12.0,8.0,52.0,67.0,5.0,0.0
project1016.csv,228.0,19.5,0.0,0.0,0.0,0.0,0.0,0.0,191.5,10.0,5.0,0.0
project1017.csv,23.5,3.0,3.0,1.0,2.0,1.0,12.0,0.0,20.5,46.5,4.0,0.0
project1018.csv,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,116.0,27.0,1.0
project1019.csv,4.0,2.0,2.0,1.0,1.0,1.0,13.0,1.0,43.0,22.0,14.0,0.0
project1020.csv,11.0,4.0,4.0,1.0,2.5,1.0,28.0,5.0,304.5,29.5,24.0,0.0
project1021.csv,11.0,2.0,2.0,0.0,0.0,0.0,7.0,6.0,25.0,23.0,11.0,1.0
project1022.csv,49.0,10.0,1.0,0.0,0.0,0.0,2.0,1.0,33.0,25.0,8.0,1.0
project1023.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,7.0,0.0
project1024.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,18.0,2.0,0.0
project1025.csv,0.5,0.5,0.5,0.0,0.0,0.0,0.0,1.0,9.0,16.5,3.0,0.0
project1026.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,5.0,1.0
project1027.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.5,1.0,0.0
project1028.csv,65.0,6.0,12.0,1.0,11.0,4.0,31.0,1.0,44.0,17.0,3.0,0.0
project1029.csv,2.0,2.0,1.0,0.0,1.0,1.0,8.0,0.0,6.0,30.0,4.0,0.0
project1030.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,43.0,4.0,0.0
project1031.csv,34.0,2.0,4.0,0.0,3.0,1.0,2.0,1.0,35.0,13.0,5.0,0.0
project1032.csv,4.0,2.0,2.0,0.0,1.0,1.0,6.0,1.0,21.0,59.0,4.0,0.0
project1033.csv,23.0,3.0,3.0,0.0,3.0,1.0,0.0,2.0,7.0,17.0,3.0,0.0
project1034.csv,45.0,4.0,2.0,0.0,1.0,1.0,2.0,0.0,51.0,18.0,3.0,1.0
project1035.csv,13.5,3.0,13.5,0.0,13.0,2.0,8.0,1.0,24.5,37.5,3.0,0.0
project1036.csv,85.0,4.0,9.0,0.0,8.5,1.0,8.0,0.0,29.0,33.5,6.0,0.0
project1037.csv,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,31.0,1.0
project1038.csv,2.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,15.0,5.0,0.0
project1039.csv,43.0,4.0,11.0,0.0,11.0,2.0,15.0,0.0,18.0,10.0,1.0,0.0
project1040.csv,52.0,7.0,13.0,1.5,11.5,2.0,60.5,9.0,152.5,16.0,3.5,0.0
project1041.csv,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,22.0,5.0,0.0
project1042.csv,212.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,23.0,34.0,10.0,0.0
project1043.csv,56.0,7.0,2.0,0.0,1.0,1.0,2.0,9.0,67.0,14.0,11.0,1.0
project1044.csv,98.5,3.0,25.5,9.5,12.0,1.0,30.5,7.0,124.5,135.5,3.0,0.0
project1045.csv,102.0,4.0,11.0,7.0,3.0,1.0,56.0,3.0,149.0,39.0,18.0,3.0
project1046.csv,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,9.0,1.0
project1047.csv,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,35.0,11.5,0.0
project1048.csv,76.0,4.0,6.0,1.0,6.0,2.0,8.0,0.0,103.0,22.5,5.5,0.0
project1049.csv,194.5,4.0,4.0,1.0,2.0,1.0,7.0,1.0,43.5,45.0,5.0,0.0
project1050.csv,12.5,4.0,9.0,1.0,6.5,1.0,41.5,5.0,171.0,146.0,7.0,0.0
project1051.csv,7.0,3.0,4.0,1.0,2.0,1.0,24.0,0.0,53.0,24.0,8.0,0.0
project1052.csv,3.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,23.0,65.0,8.0,0.0
project1053.csv,33.0,6.0,0.0,0.0,0.0,0.0,0.0,12.0,279.0,311.0,30.0,1.0
project1054.csv,28.0,4.0,13.5,1.0,12.5,2.0,60.0,2.0,89.5,41.0,7.0,0.0
project1055.csv,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,25.0,3.0,0.5
project1056.csv,16.0,4.0,8.0,1.0,7.0,1.0,14.0,0.0,86.0,145.0,8.0,0.0
project1057.csv,25.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,46.0,65.0,14.0,1.0
project1058.csv,24.0,2.0,2.0,1.0,1.0,1.0,5.0,1.0,29.0,17.0,5.0,0.0
project1059.csv,35.0,10.0,36.0,5.0,28.0,5.0,136.0,5.0,151.0,13.0,4.0,0.0
project1060.csv,24.0,6.0,9.5,1.0,7.5,2.0,60.5,2.0,57.0,24.0,5.0,0.0
project1061.csv,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,3.0,0.0
project1062.csv,126.5,11.5,30.5,12.0,10.0,1.0,41.0,10.0,259.0,105.0,58.0,1.0
project1063.csv,49.0,5.0,5.0,1.0,2.0,1.0,8.0,1.0,27.0,28.0,7.0,0.0
project1064.csv,5.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0,22.5,36.0,6.0,0.0
project1065.csv,301.0,9.0,11.0,1.0,5.0,2.0,19.0,9.0,186.0,377.0,20.0,0.0
project1066.csv,32.0,4.0,8.0,2.0,6.5,2.0,38.0,0.0,131.5,58.5,18.0,1.0
project1067.csv,19.0,6.0,9.0,2.0,6.0,2.0,37.5,0.0,30.0,32.5,5.0,1.0
project1068.csv,21.0,5.0,13.5,2.0,10.0,2.0,45.5,0.0,93.0,132.5,13.5,1.0
project1069.csv,67.0,2.0,2.0,0.0,1.0,1.0,3.0,1.0,32.0,59.0,10.0,1.0
project1070.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,4.5,0.0
project1071.csv,41.5,5.5,11.0,1.0,10.0,2.0,58.0,0.0,71.0,12.0,5.0,0.0
project1072.csv,78.0,14.0,33.0,4.0,29.0,4.0,232.0,6.0,265.0,110.0,50.0,0.0
project1073.csv,10.5,2.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,51.0,6.0,0.0
project1074.csv,69.0,4.0,0.0,0.0,0.0,0.0,0.0,18.0,168.0,19.0,12.0,1.0
project1075.csv,237.5,6.0,5.0,1.5,1.0,1.0,18.0,16.5,327.5,44.5,8.0,1.0
project1076.csv,133.0,6.0,11.0,1.0,11.0,1.0,45.0,1.0,193.0,63.0,4.0,0.0
